第0世代
f1,f2
171.291,192.316
171.976,204.663
176.588,229.312

第50世代
f1,f2
126.567,23.1202
105.495,38.718
114.255,23.1247
109.111,34.4159
111.176,27.686
109.346,32.8892
109.984,30.4041
113.215,26.491
108.108,36.7697
113.262,24.9154
107.457,37.2088
110.489,29.2491
113.957,23.1404
114.095,23.129
119.616,23.1277
106.447,39.5188
112.805,29.8955
109.843,35.419
127.567,23.1295
109.836,41.7723
113.083,33.1976
120.502,31.5411
123.191,23.1318
121.376,28.0359
131.078,23.1295
110.088,57.2453
121.234,39.7903
125.992,23.1404
116.833,41.7677
112.113,46.3515
112.049,48.7686
121.484,29.0676
124.373,27.8111
118.414,41.6546
122.058,28.0359
127.174,23.1404
110.433,90.634
112.478,74.8528
113.336,53.5356
121.59,36.5371
118.652,42.4211
117.023,48.8007
124.396,29.9182
126.567,29.1322
122.494,31.244
118.28,48.437
136.803,32.8086
116.628,78.7501
126.926,33.133
117.303,51.836
116.757,68.5132
121.568,48.6327
123.333,34.1088
123.149,38.2366
121.631,41.3716
121.636,41.0605
123.191,35.307
138.48,34.0113
117.069,99.8212
127.254,35.733
118.093,53.5356
117.737,75.3159
117.324,78.8302
124.353,39.0654
122.036,45.754
121.297,52.0252
130.548,35.9899
118.273,82.5503
118.399,53.5356
127.467,36.0656
122.46,49.6698
124.592,45.606
124.531,48.4856
138.475,35.9968
118.763,77.3467
122.631,54.5004
125.065,48.437
121.274,66.0678
132.437,37.1782
127.608,39.9834
119.762,71.0846
128.571,37.2965
139.667,35.9968
118.778,81.3953
120.11,72.5483
123.26,55.9201
134.811,37.1782
125.902,54.3063
128.307,47.1376
131.816,39.6052
118.884,79.5655
139.662,35.9986
131.587,43.7025
128.746,43.7207
123.318,54.5004
134.811,37.1782
118.819,90.0703
120.273,73.645
129.045,48.7754
